,id,Name,Year,Rating,Genre,Actors,Director,One-line
3127,3127,Voyage to the End of the Universe,1963,6.9,Sci-Fi            ,"['Zdenek Stepánek', 'Frantisek Smolík', 'Dana Medrická', 'Irena Kacírková']",Jindrich Polák,The year is 2163. Starship Ikarie XB 1 embarks on a long journey across the universe to search for life on the planets of Alpha Centauri.
3128,3128,Soul,2020,8,"Animation, Adventure, Comedy            ","['Kemp Powers', 'Jamie Foxx', 'Tina Fey', 'Graham Norton', 'Rachel House']",Pete Docter,"Joe is a middle-school band teacher whose life hasn't quite gone the way he expected. His true passion is jazz. But when he travels to another realm to help someone find their passion, he soon discovers what it means to have soul."
3129,3129,Barfi!,2012,8.1,"Comedy, Drama, Romance            ","['Ranbir Kapoor', 'Priyanka Chopra Jonas', ""Ileana D'Cruz"", 'Saurabh Shukla']",Anurag Basu,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.
3130,3130,Limbo,VI 2020,7.2,"Comedy, Drama            ","['Sidse Babett Knudsen', 'Kenneth Collard', 'Amir El-Masry', 'Vikash Bhai']",Ben Sharrock,"Omar is a promising young musician. Separated from his Syrian family, he is stuck on a remote Scottish island awaiting the fate of his asylum request."
3131,3131,The Big Sky,1952,6.9,"Adventure, Drama, Western            ","['Kirk Douglas', 'Dewey Martin', 'Elizabeth Threatt', 'Arthur Hunnicutt']",Howard Hawks,The success of the journey focuses on keeping the Indian girl alive as well as themselves to complete trade with the Blackfeet.
3132,3132,Old Acquaintance,1943,7.4,"Drama, Romance            ","['Bette Davis', 'Miriam Hopkins', 'Gig Young', 'John Loder']",Vincent Sherman,"Old friends Kit Marlowe and Millie Drake adopt contrasting lifestyles: Kit is a single, critically acclaimed author while married Millie writes popular pulp novels."
3133,3133,A Chinese Ghost Story,1987,7.4,"Action, Fantasy, Horror            ","['Leslie Cheung', 'Joey Wang', 'Wu Ma', 'Wai Lam']",Siu-Tung Ching,"After a string of bad luck, a debt collector has no other choice than to spend the night in a haunted temple, where he encounters a ravishing female ghost and later battles to save her soul from the control of a wicked tree demon."
3134,3134,"Hello, Dolly!",1969,7,"Adventure, Comedy, Musical            ","['Barbra Streisand', 'Walter Matthau', 'Michael Crawford', 'Marianne McAndrew']",Gene Kelly,"Matchmaker Dolly Levi travels to Yonkers to find a partner for ""half-a-millionaire"" Horace Vandergelder, convincing his niece, his niece's intended, and his two clerks to travel to New York City along the way."
3135,3135,The Great Muppet Caper,1981,7.1,"Adventure, Comedy, Crime            ","['Jim Henson', 'Frank Oz', 'Dave Goelz', 'Jerry Nelson']",Jim Henson,"Kermit the Frog, The Great Gonzo, and Fozzie Bear are reporters who travel to Britain to interview a rich victim of jewel thieves and help her along with her secretary, Miss Piggy."
3136,3136,Captain Horatio Hornblower,1951,7.3,"Action, Adventure, Drama            ","['Gregory Peck', 'Virginia Mayo', 'Robert Beatty', 'Moultrie Kelsall']",Raoul Walsh,"During the Napoleonic wars, a British Navy Captain has adventures in Central American waters."
3137,3137,Under the Sand,2000,7,"Drama, Mystery            ","['Charlotte Rampling', 'Bruno Cremer', 'Jacques Nolot', 'Alexandra Stewart']",François Ozon,"When her husband goes missing at the beach, a female professor begins to mentally disintegrate as her denial of his disappearance becomes delusional."
3138,3138,Khosla Ka Ghosla!,2006,8.2,"Comedy, Crime, Drama            ","['Pravin E. Birje', 'Anupam Kher', 'Boman Irani', 'Parvin Dabas', 'Tara Sharma']",Dibakar Banerjee,A Delhi-based retired middle-class man tries half-heartedly to get his land back from a swindling property dealer with the help of his sons and their friends.
3139,3139,Bad Boy Bubby,1993,7.3,"Comedy, Crime, Drama            ","['Nicholas Hope', 'Claire Benito', 'Ralph Cotterill', 'Syd Brisbane']",Rolf de Heer,"Bubby has spent thirty years trapped in the same small room, tricked by his mother. One day, he manages to escape and, deranged and naive in equal measures, his adventure into a modern and nihilistic life begins."
3140,3140,Medea,1988 TV Movie,7.1,Drama            ,"['Udo Kier', 'Kirsten Olesen', 'Henning Jensen', 'Solbjørg Højfeldt']",Lars von Trier,"Medea is in Corinth with Jason and their two young sons. King Kreon wants to reward Jason for his exploits: he gives the hand of his daughter, Glauce, to Jason as well as the promise of the...                <a href=""/title/tt0095607/plotsummary"">See full summary</a> »"
3141,3141,Fate/stay night [Heaven's Feel] II. lost butterfly,2019,8,"Animation, Action, Adventure            ","['Yu Asakawa', 'Michael Donovan', 'Melissa Fahn', 'Crispin Freeman']",Tomonori Sudô,"The story focuses on the Holy Grail War and explores the relationship between Shirou Emiya and Sakura Matou, two teenagers participating in this conflict. The story continues immediately ...                <a href=""/title/tt8091892/plotsummary"">See full summary</a> »"
3142,3142,Day of Anger,1967,7.1,"Action, Drama, Western            ","['Lee Van Cleef', 'Giuliano Gemma', 'Walter Rilla', 'Christa Linder']",Tonino Valerii,"A scruffy garbage boy becomes the pupil of a famed gunfighter, and the stage for confrontation is set when the gunman overruns the boy's town through violence and corruption."
3143,3143,The Sun,2005,7.3,"Drama, History            ","['Issei Ogata', 'Robert Dawson', 'Kaori Momoi', 'Shirô Sano']",Aleksandr Sokurov,"Third part in Aleksandr Sokurov's quadrilogy of Power, following <a href=""/title/tt0199777"">Moloch</a> (1999) and <a href=""/title/tt0283623"">Taurus</a> (2001), focuses on Japanese Emperor Hirohito and Japan's defeat in World War II when he is finally confronted by General Douglas MacArthur who offers him to accept a diplomatic defeat for survival."
3144,3144,Marley,2012,7.9,"Documentary, Biography, Music            ","['Bob Marley', 'Ziggy Marley', 'Rita Marley', 'Jimmy Cliff']",Kevin Macdonald,"A documentary on the life, music, and legacy of <a href=""/name/nm0002490"">Bob Marley</a>."
3145,3145,Every Man for Himself,1980,6.6,Drama            ,"['Isabelle Huppert', 'Jacques Dutronc', 'Nathalie Baye', 'Roland Amstutz']",Jean-Luc Godard,"An examination of sexual relationships, in which three protagonists interact in different combinations."
3146,3146,Easter Parade,1948,7.3,"Musical, Romance            ","['Judy Garland', 'Fred Astaire', 'Peter Lawford', 'Ann Miller']",Charles Walters,A nightclub performer hires a naive chorus girl to become his new dance partner to make his former partner jealous and to prove he can make any partner a star.
3147,3147,Heaven's Gate,1980,6.7,"Adventure, Drama, Western            ","['Kris Kristofferson', 'Christopher Walken', 'John Hurt', 'Sam Waterston']",Michael Cimino,"During the Johnson County War in 1890 Wyoming, a sheriff born into wealth does his best to protect immigrant farmers from rich cattle interests."
3148,3148,Tarzan and His Mate,1934,7.2,"Action, Adventure, Romance            ","['James C. McKay', 'Jack Conway', 'Johnny Weissmuller', ""Maureen O'Sullivan"", 'Neil Hamilton', 'Paul Cavanagh']",Cedric Gibbons,"The idyllic life of Tarzan and Jane is challenged by men on safari who come seeking ivory, and come seeking Jane as well."
3149,3149,Borat,2006,7.4,Comedy            ,"['Sacha Baron Cohen', 'Ken Davitian', 'Luenell', 'Chester']",Larry Charles,"Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying <a href=""/name/nm0000097"">Pamela Anderson</a>."
3150,3150,The Tillman Story,2010,7.7,"Documentary, Biography, Mystery            ","['Pat Tillman', 'Josh Brolin', 'Mary Tillman', 'Russell Baer']",Amir Bar-Lev,"Chronicles the life of the late Pat Tillman, who walked away from a multimillion-dollar contract with the NFL's Arizona Cardinals in 2002 to join the Army but died from friendly fire in Afghanistan."
3151,3151,Empire of Passion,1978,7,"Drama, Horror, Romance            ","['Tatsuya Fuji', 'Kazuko Yoshiyuki', 'Takahiro Tamura', 'Takuzô Kawatani']",Nagisa Ôshima,"A married woman and her lover murder her husband and dump his body into a well. After a while, his ghost comes to haunt them while the local gossip grows stronger."
3152,3152,Jubal,1956,7.1,"Drama, Romance, Western            ","['Glenn Ford', 'Ernest Borgnine', 'Rod Steiger', 'Valerie French']",Delmer Daves,"A new foreman rejects the sexual advances of a frustrated rancher's wife, which leads to conflicts that could get him killed."
3153,3153,One Cut of the Dead,2017,7.6,"Comedy, Drama, Horror            ","['Takayuki Hamatsu', 'Yuzuki Akiyama', 'Harumi Shuhama', 'Kazuaki Nagaya']",Shin'ichirô Ueda,"Things go badly for a hack director and film crew shooting a low budget zombie movie in an abandoned WWII Japanese facility, when they are attacked by real zombies."
3154,3154,The Man from Nowhere,2010,7.7,"Action, Crime, Drama            ","['Won Bin', 'Kim Sae-ron', 'Kim Tae-hoon', 'Kim Hee-won']",Lee Jeong-beom,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.
3155,3155,Melancholia,2011,7.1,"Drama, Sci-Fi            ","['Kirsten Dunst', 'Charlotte Gainsbourg', 'Kiefer Sutherland', 'Alexander Skarsgård']",Lars von Trier,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.
3156,3156,Minority Report,2002,7.6,"Action, Crime, Mystery            ","['Tom Cruise', 'Colin Farrell', 'Samantha Morton', 'Max von Sydow']",Steven Spielberg,"John works with the PreCrime police which stop crimes before they take place, with the help of three 'PreCogs' who can foresee crimes. Events ensue when John finds himself framed for a future murder."
3157,3157,Bang the Drum Slowly,1973,6.8,"Drama, Sport            ","['Michael Moriarty', 'Robert De Niro', 'Vincent Gardenia', 'Phil Foster']",John D. Hancock,The story of the friendship between a worldly-wise star pitcher and a half-wit catcher as they cope with the catcher's terminal illness through a baseball season.
3158,3158,Fantastic Voyage,1966,6.8,"Adventure, Sci-Fi            ","['Stephen Boyd', 'Raquel Welch', ""Edmond O'Brien"", 'Donald Pleasence']",Richard Fleischer,"When a blood clot renders a scientist comatose, a submarine and its crew are shrunk and injected into his bloodstream in order to save him."
3159,3159,Love on the Run,1979,7,"Comedy, Drama, Romance            ","['Jean-Pierre Léaud', 'Claude Jade', 'Marie-France Pisier', 'Dani']",François Truffaut,"Antoine Doinel is now more than thirty. He divorces from Christine. He is a proofreader, and is in love with Sabine, a record seller. Colette, his teenager love, is now a lawyer. She buys ...                <a href=""/title/tt0078771/plotsummary"">See full summary</a> »"
3160,3160,Titane,2021,6.5,"Drama, Horror, Sci-Fi            ","['Vincent Lindon', 'Agathe Rousselle', 'Garance Marillier', 'Laïs Salameh']",Julia Ducournau,"Following a series of unexplained crimes, a father is reunited with the son who has been missing for ten years."
3161,3161,We All Loved Each Other So Much,1974,8,"Comedy, Drama            ","['Nino Manfredi', 'Vittorio Gassman', 'Stefania Sandrelli', 'Stefano Satta Flores']",Ettore Scola,"Three partisans bound by a strong friendship return home after the war, but the clash with everyday reality puts a strain on their bond."
3162,3162,The Invisible Guest,2016,8,"Crime, Drama, Mystery            ","['Mario Casas', 'Ana Wagener', 'Jose Coronado', 'Bárbara Lennie']",Oriol Paulo,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.
3163,3163,"Two Days, One Night",2014,7.3,Drama            ,"['Luc Dardenne', 'Marion Cotillard', 'Fabrizio Rongione', 'Catherine Salée', 'Baptiste Sornin']",Jean-Pierre Dardenne,"Liège, Belgium. Sandra is a factory worker who discovers that her workmates have opted for a EUR1,000 bonus in exchange for her dismissal. She has only a weekend to convince her colleagues to give up their bonuses in order to keep her job."
3164,3164,The Harvey Girls,1946,7,"Comedy, Drama, History            ","['Judy Garland', 'Ray Bolger', 'John Hodiak', 'Angela Lansbury']",George Sidney,"On a train trip West to become a mail-order bride, Susan Bradley (Judy Garland) meets a cheery crew of young women travelling out to open a ""Harvey House"" restaurant at a remote whistle-stop."
3165,3165,The Trailer Park Boys Christmas Special,2004 TV Movie,8,Comedy            ,"['Cory Bowles', 'Lucy Decoutere', 'Barrie Dunn', 'John Dunsworth']",Mike Clattenburg,It's Christmas 1997.
3166,3166,The Far Country,1954,7.1,"Romance, Western            ","['James Stewart', 'Ruth Roman', 'Corinne Calvet', 'Walter Brennan']",Anthony Mann,A self-minded adventurer locks horns with a crooked lawman while driving cattle to Dawson.
3167,3167,Harry Potter and the Goblet of Fire,2005,7.7,"Adventure, Family, Fantasy            ","['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Eric Sykes']",Mike Newell,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares."
3168,3168,Total Recall,1990,7.5,"Action, Adventure, Sci-Fi            ","['Arnold Schwarzenegger', 'Sharon Stone', 'Michael Ironside', 'Rachel Ticotin']",Paul Verhoeven,"When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?"
3169,3169,Queen Margot,1994,7.4,"Biography, Drama, History            ","['Isabelle Adjani', 'Daniel Auteuil', 'Jean-Hugues Anglade', 'Vincent Perez']",Patrice Chéreau,"Young Queen Margot finds herself trapped in an arranged marriage amidst a religious war between Catholics and Protestants. She hopes to escape with a new lover, but finds herself imprisoned by her powerful and ruthless family."
3170,3170,Indian,1996,8.1,"Action, Drama, Thriller            ","['Kamal Haasan', 'Sukanya', 'Manisha Koirala', 'Urmila Matondkar']",S. Shankar,A veteran freedom fighter enraged with the rising crime and corruption in the society murders all the wrong doers one by one using an ancient martial arts technique.
3171,3171,The Absent Minded Professor,1961,6.7,"Comedy, Family, Sci-Fi            ","['Fred MacMurray', 'Nancy Olson', 'Keenan Wynn', 'Tommy Kirk']",Robert Stevenson,A college professor invents an anti-gravity substance which a corrupt businessman wants for himself.
3172,3172,The Big Chill,1983,7.1,"Comedy, Drama            ","['Tom Berenger', 'Glenn Close', 'Jeff Goldblum', 'William Hurt']",Lawrence Kasdan,A group of seven former college friends gather for a weekend reunion at a South Carolina vacation home after the funeral of another of their college friends.
3173,3173,An Officer and a Gentleman,1982,7,"Drama, Romance            ","['Richard Gere', 'Debra Winger', 'David Keith', 'Robert Loggia']",Taylor Hackford,"A young man must complete his work at a Navy Officer Candidate School to become an aviator, with the help of a tough Gunnery Sergeant and his new girlfriend."
3174,3174,Dave Chappelle's Block Party,2005,7.2,"Documentary, Comedy, Music            ","['Dave Chappelle', 'Yasiin Bey', 'Lauryn Hill', 'Erykah Badu']",Michel Gondry,"A mix of Dave Chappelle's sketch comedy and musical interludes, inspired in part by the 1973 documentary Wattstax."
3175,3175,Point Break,1991,7.3,"Action, Crime, Thriller            ","['Patrick Swayze', 'Keanu Reeves', 'Gary Busey', 'Lori Petty']",Kathryn Bigelow,An F.B.I. Agent goes undercover to catch a gang of surfers who may be bank robbers.
3176,3176,The Road Home,1999,7.8,"Drama, Romance            ","['Ziyi Zhang', 'Honglei Sun', 'Hao Zheng', 'Yulian Zhao']",Yimou Zhang,"Prompted by the death of his father and the grief of his mother, a man recalls the story of how they met in flashback."
3177,3177,45 Years,2015,7.1,"Drama, Romance            ","['Charlotte Rampling', 'Tom Courtenay', 'Geraldine James', 'Dolly Wells']",Andrew Haigh,A married couple preparing to celebrate their wedding anniversary receives shattering news that promises to forever change the course of their lives.
3178,3178,Restrepo,2010,7.4,"Documentary, Biography, History            ","['Sebastian Junger', 'The Men of Battle Company 2nd of the 503rd Infantry Regiment 173rd Airborne Brigade Combat Team', ""Juan 'Doc Restrepo"", 'Dan Kearney', 'LaMonta Caldwell']",Tim Hetherington,A year with one platoon in the deadliest valley in Afghanistan.
3179,3179,Betty Blue,1986,7.3,"Drama, Romance            ","['Jean-Hugues Anglade', 'Béatrice Dalle', 'Gérard Darmon', 'Consuelo De Haviland']",Jean-Jacques Beineix,A lackadaisical handyman and aspiring novelist tries to support his younger girlfriend as she slowly succumbs to madness.
3180,3180,Silent Movie,1976,6.7,Comedy            ,"['Mel Brooks', 'Marty Feldman', 'Dom DeLuise', 'Sid Caesar']",Mel Brooks,A film director and his strange friends struggle to produce the first major silent feature film in forty years.
3181,3181,In This Our Life,1942,7.3,Drama            ,"['Raoul Walsh', 'Bette Davis', 'Olivia de Havilland', 'George Brent', 'Dennis Morgan']",John Huston,"The day before her wedding, a pampered young woman absconds with her sister's husband. Her sister begins seeing the woman's former fiancé."
3182,3182,The Agony and the Ecstasy,1965,7.1,"Biography, Drama, History            ","['Charlton Heston', 'Rex Harrison', 'Diane Cilento', 'Harry Andrews']",Carol Reed,The biographical story of Michelangelo's troubles while painting the Sistine Chapel at the urging of Pope Julius II.
3183,3183,The Tale of Zatoichi Continues,1962,7.2,"Action, Adventure, Drama            ","['Shintarô Katsu', 'Yaeko Mizutani', 'Masayo Banri', 'Tomisaburô Wakayama']",Kazuo Mori,"The blind masseur and swordsman, Zatoichi, learns of a powerful political figure's secret and is quickly tailed by a group of killers."
3184,3184,Corpus Christi,2019,7.7,Drama            ,"['Bartosz Bielenia', 'Aleksandra Konieczna', 'Eliza Rycembel', 'Tomasz Zietek']",Jan Komasa,"Daniel experiences a spiritual transformation in a detention center. Although his criminal record prevents him from applying to the seminary, he has no intention of giving up his dream and decides to minister a small-town parish."
3185,3185,The Poseidon Adventure,1972,7.1,"Action, Adventure, Drama            ","['Gene Hackman', 'Ernest Borgnine', 'Shelley Winters', 'Red Buttons']",Ronald Neame,A group of passengers must embark on a harrowing struggle for survival after a rogue wave capsizes their cruise ship at sea.
3186,3186,My Mother's Castle,1990,7.6,"Adventure, Biography, Comedy            ","['Julien Ciamaca', 'Philippe Caubère', 'Nathalie Roussel', 'Didier Pain']",Yves Robert,"Every holiday Marcel and his family go to their cottage near Marseilles. During one of these holidays he meets Isabelle, a pretty but conceited girl... Adapted from the cult classic novel from Marcel Pagnol."
3187,3187,Caught,1949,7,"Crime, Drama, Film-Noir            ","['James Mason', 'Barbara Bel Geddes', 'Robert Ryan', 'Frank Ferguson']",Max Ophüls,An ambitious young LA department store model gets her wish of marrying a millionaire but she eventually discovers that rich life isn't always a happy one.
3188,3188,Sairat,2016,8.3,"Drama, Romance            ","['Rinku Rajguru', 'Akash Thosar', 'Arbaz Shaikh', 'Tanaji Galgunde']",Nagraj Manjule,"In interior Maharashtra, a fisherman's son and a local politician's daughter fall in love against the restrictions of caste hierarchy."
3189,3189,The 4th Man,1983,7.2,"Drama, Mystery, Thriller            ","['Jeroen Krabbé', 'Renée Soutendijk', 'Thom Hoffman', 'Dolf de Vries']",Paul Verhoeven,A man who has been having visions of an impending danger begins an affair with a woman who may lead him to his doom.
3190,3190,Conversation Piece,1974,7.4,"Drama, Romance            ","['Burt Lancaster', 'Helmut Berger', 'Silvana Mangano', 'Claudia Marsani']",Luchino Visconti,A reclusive retired professor is faced with confronting modernity when a group of vulgar youths led by an obnoxious marchesa take up residence in his unused upper residence.
3191,3191,The Driver,1978,7.1,"Action, Crime, Thriller            ","[""Ryan O'Neal"", 'Bruce Dern', 'Isabelle Adjani', 'Ronee Blakley']",Walter Hill,A getaway driver becomes the latest assignment for a tenacious detective.
3192,3192,In the Loop,2009,7.4,Comedy            ,"['Tom Hollander', 'Peter Capaldi', 'James Gandolfini', 'Harry Hadden-Paton']",Armando Iannucci,A political satire about a group of skeptical American and British operatives attempting to prevent a war between two countries.
3193,3193,Breathless,2008,7.5,"Crime, Drama            ","['Kkobbi Kim', 'Hwan Lee', 'Yang Ik-joon', 'Jeong-soon Park']",Yang Ik-joon,A bitter loan shark strikes a friendship with a troubled schoolgirl as he faces his own troubled past with his abusive father.
3194,3194,Flying Down to Rio,1933,6.6,"Comedy, Musical, Romance            ","['Dolores Del Río', 'Gene Raymond', 'Raul Roulien', 'Ginger Rogers']",Thornton Freeland,A bandleader woos a Latin flame who is already engaged to his employer.
3195,3195,Trading Places,1983,7.5,Comedy            ,"['Eddie Murphy', 'Dan Aykroyd', 'Ralph Bellamy', 'Don Ameche']",John Landis,A snobbish investor and a wily street con artist find their positions reversed as part of a bet by two callous millionaires.
3196,3196,To Die For,1995,6.8,"Comedy, Crime, Drama            ","['Nicole Kidman', 'Matt Dillon', 'Joaquin Phoenix', 'Casey Affleck']",Gus Van Sant,A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.
3197,3197,Justice League: The Flashpoint Paradox,2013 Video,8.1,"Animation, Action, Adventure            ","['Justin Chambers', 'C. Thomas Howell', 'Michael B. Jordan', 'Kevin McKidd']",Jay Oliva,The Flash finds himself in a war torn alternate timeline and teams up with alternate versions of his fellow heroes to return home and restore the timeline.
3198,3198,Marked Woman,1937,7.1,"Crime, Film-Noir, Thriller            ","['Michael Curtiz', 'Bette Davis', 'Humphrey Bogart', 'Lola Lane', 'Isabel Jewell']",Lloyd Bacon,A crusading district attorney persuades a clip joint hostess to testify against her mobster boss after her innocent sister is accidentally murdered during one of his unsavory parties.
3199,3199,Son of Frankenstein,1939,7.1,"Drama, Horror, Sci-Fi            ","['Boris Karloff', 'Basil Rathbone', 'Bela Lugosi', 'Lionel Atwill']",Rowland V. Lee,"Returning to the ancestral castle long after the death of the monster, the son of Dr. Frankenstein meets a mad shepherd who is hiding the comatose creature. To clear the family name, he revives the creature and tries to rehabilitate him."
3200,3200,Control,2007,7.6,"Biography, Drama, Music            ","['Sam Riley', 'Samantha Morton', 'Craig Parkinson', 'Alexandra Maria Lara']",Anton Corbijn,"A profile of <a href=""/name/nm0193350"">Ian Curtis</a>, the enigmatic singer of <a href=""/name/nm1920312"">Joy Division</a> whose personal, professional, and romantic troubles led him to die by suicide at the age of 23."
3201,3201,The Mercenary,1968,7.1,"Comedy, Western            ","['Franco Nero', 'Tony Musante', 'Franco Giacobini', 'Eduardo Fajardo']",Sergio Corbucci,"A greedy Polish mercenary helps a mine worker and a peasant girl lead a revolution against the Mexican Government, all while being pursued by an American rival."
3202,3202,The Hand of God,2021,7.3,Drama            ,"['Filippo Scotti', 'Toni Servillo', 'Teresa Saponangelo', 'Marlon Joubert']",Paolo Sorrentino,"In 1980s Naples, young Fabietto pursues his love for football as family tragedy strikes, shaping his uncertain but promising future as a filmmaker."
3203,3203,Viy,1967,7.2,"Drama, Fantasy, Horror            ","['Georgiy Kropachyov', 'Aleksandr Ptushko', 'Leonid Kuravlyov', 'Natalya Varley', 'Aleksey Glazyrin', 'Nikolay Kutuzov']",Konstantin Ershov,A young priest is ordered to preside over the wake of witch in a small old wooden church of a remote village. This means spending three nights alone with the corpse with only his faith to protect him.
3204,3204,After the Wedding,2006,7.7,Drama            ,"['Mads Mikkelsen', 'Sidse Babett Knudsen', 'Rolf Lassgård', 'Neeral Mulchandani']",Susanne Bier,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret."
3205,3205,Far from the Madding Crowd,1967,7.2,"Drama, History, Romance            ","['Julie Christie', 'Peter Finch', 'Alan Bates', 'Terence Stamp']",John Schlesinger,"Bathsheba Everdene, a willful, flirtatious young woman, unexpectedly inherits a large farm and is romantically pursued by three very different men."
3206,3206,"The 1,000 Eyes of Dr. Mabuse",1960,6.9,"Crime, Mystery, Thriller            ","['Dawn Addams', 'Peter van Eyck', 'Gert Fröbe', 'Wolfgang Preiss']",Fritz Lang,"In 1960s Germany, criminal mastermind Dr. Mabuse uses hypnotized victims and the surveillance equipment of a Nazi-era bugged hotel to steal nuclear technology from a visiting American industrialist."
3207,3207,Magnificent Obsession,1954,7,"Drama, Romance            ","['Jane Wyman', 'Rock Hudson', 'Agnes Moorehead', 'Otto Kruger']",Douglas Sirk,"A rich playboy whose recklessness inadvertently causes the death of a prominent doctor tries to make amends to his widow, and falls for her in the process."
3208,3208,Gueros,2014,7.5,"Comedy, Drama            ","['Tenoch Huerta', 'Sebastián Aguirre', 'Ilse Salas', 'Leonardo Ortizgris']",Alonso Ruizpalacios,"Tomas is too much for his lone mother so she sends him to live with his older brother Federico, aka Sombra, in Mexico City."
3209,3209,The Masters of Time,1982,7.3,"Animation, Adventure, Sci-Fi            ","['Jean Valmont', 'Michel Elias', 'Frédéric Legros', 'Yves-Marie Maurin']",René Laloux,"Piel, a 7 or 8 year old boy, is alone on the desert planet Perdide, only survivor of an attack by giant hornets. Calling for help, Piel's father's friend Jaffar keeps contact with the kid and hurries across space toward Perdide."
3210,3210,Fish Tank,2009,7.3,Drama            ,"['Katie Jarvis', 'Michael Fassbender', 'Kierston Wareing', 'Rebecca Griffiths']",Andrea Arnold,Everything changes for 15-year-old Mia when her mum brings home a new boyfriend.
3211,3211,Corpse Bride,2005,7.4,"Animation, Drama, Family            ","['Mike Johnson', 'Johnny Depp', 'Helena Bonham Carter', 'Emily Watson', 'Tracey Ullman']",Tim Burton,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her."
3212,3212,In Harm's Way,1965,7.3,"Drama, Romance, War            ","['John Wayne', 'Kirk Douglas', 'Patricia Neal', 'Tom Tryon']",Otto Preminger,"A Naval officer, reprimanded after Pearl Harbor, is later promoted to Rear Admiral and gets a second chance to prove himself against the Japanese."
3213,3213,Salvador,1986,7.4,"Drama, History, Thriller            ","['James Woods', 'Jim Belushi', 'Michael Murphy', 'John Savage']",Oliver Stone,A burnt-out photojournalist becomes involved in a Central American revolution.
3214,3214,The Host,2006,7.1,"Drama, Horror, Sci-Fi            ","['Song Kang-ho', 'Byun Hee-Bong', 'Park Hae-il', 'Bae Doona']",Bong Joon Ho,A monster emerges from Seoul's Han River and begins attacking people. One victim's loving family does what it can to rescue her from its clutches.
3215,3215,White Christmas,1954,7.5,"Comedy, Musical, Romance            ","['Bing Crosby', 'Danny Kaye', 'Rosemary Clooney', 'Vera-Ellen']",Michael Curtiz,A successful song-and-dance team become romantically involved with a sister act and team up to save the failing Vermont inn of their former commanding general.
3216,3216,Midnight,1939,7.8,"Comedy, Romance            ","['Claudette Colbert', 'Don Ameche', 'John Barrymore', 'Francis Lederer']",Mitchell Leisen,"A chorus girl stranded in Paris is set up by a millionaire to break up his wife's affair with another man, while being romantically pursued by a cab driver."
3217,3217,Air Force,1943,7,"Action, Drama, History            ","['John Garfield', 'John Ridgely', 'Gig Young', 'Arthur Kennedy']",Howard Hawks,"The crew of an Air Force bomber arrives in Pearl Harbor in the aftermath of the Japanese attack on December 7, 1941, and is sent on to Manila to help with the defense of the Philippines."
3218,3218,Morvern Callar,2002,6.7,Drama            ,"['Samantha Morton', 'Kathleen McDermott', 'Linda McGuire', 'Paul Popplewell']",Lynne Ramsay,"After her beloved boyfriend's suicide, a mourning supermarket worker and her best friend hit the road in Scotland, but find that grief is something that you can't run away from forever."
3219,3219,Machuca,2004,7.7,"Biography, Drama, History            ","['Matías Quer', 'Ariel Mateluna', 'Manuela Martelli', 'Aline Küppenheim']",Andrés Wood,Two 12-year-old Chilean children from different social classes become friends in 1973. They both discover each other's world as political tensions in their country increase.
3220,3220,Kahaani,2012,8.1,"Mystery, Thriller            ","['Vidya Balan', 'Parambrata Chattopadhyay', 'Indraneil Sengupta', 'Nawazuddin Siddiqui']",Sujoy Ghosh,"A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him."
3221,3221,Gemide,1998,7.9,"Crime, Drama            ","['Erkan Can', 'Haldun Boysan', 'Yildiray Sahinler', 'Naci Tasdögen']",Serdar Akar,"Sailors want to remain in their small world, warm and cozy and full of lies, but they kidnap a prostitute from some pimps."
3222,3222,Joint Security Area,2000,7.7,"Action, Drama, Thriller            ","['Lee Yeong-ae', 'Lee Byung-hun', 'Song Kang-ho', 'Kim Tae-woo']",Park Chan-wook,"After a shooting incident at the North-South Korean border DMZ leaves two North Korean soldiers dead, a neutral Swiss and Swedish team investigates what actually happened."
3223,3223,The Boy and the World,2013,7.5,"Animation, Adventure, Family            ","['Vinicius Garcia', 'Marco Aurélio Campos', 'Lu Horta', 'Felipe Zilse']",Alê Abreu,A little boy goes on an adventurous quest in search of his father.
3224,3224,Little Women,1949,7.2,"Drama, Family, Romance            ","['June Allyson', 'Peter Lawford', ""Margaret O'Brien"", 'Elizabeth Taylor']",Mervyn LeRoy,The four daughters of a New England family fight for happiness during and after the Civil War.
