,id,Name,Year,Rating,Genre,Actors,Director,One-line
4108,4108,That Darn Cat!,1965,6.7,"Comedy, Crime, Family            ","['Hayley Mills', 'Dean Jones', 'Dorothy Provine', 'Roddy McDowall']",Robert Stevenson,"After a kidnapped bank teller uses a neighbor's wandering cat to send an S.O.S., the F.B.I. assigns a cat-allergic Agent to the case."
4109,4109,Running Out of Time,1999,7.3,"Action, Crime, Drama            ","['Andy Lau', 'Ching Wan Lau', 'YoYo Mung', 'Waise Lee']",Johnnie To,Police inspector and excellent hostage negotiator Ho Sheung-Sang finds himself in over his head when he is pulled into a 72 hour game by a cancer-suffering criminal out for vengeance on Hong Kong's organized crime Syndicates.
4110,4110,The Unbelievable Truth,1989,7.2,"Comedy, Drama, Romance            ","['Adrienne Shelly', 'Robert John Burke', 'Chris Cooke', 'Julia McNeal']",Hal Hartley,"A man returns to his home town after serving a prison sentence for homicide, and finds that the details of the crime have been forgotten and replaced with local legends and rumors."
4111,4111,Fate,2001,7.5,Drama            ,"['Serdar Orçin', 'Zeynep Tokus', 'Engin Günaydin', 'Demir Karahan']",Zeki Demirkubuz,"Musa, who works as a bookkeeper in the customs office, believes in the emptiness and absurdity of life. He doesn't struggle to change his life; he lets himself flow along with events ...                <a href=""/title/tt0287803/plotsummary"">See full summary</a> »"
4112,4112,People Will Talk,1951,7.3,"Comedy, Drama, Romance            ","['Cary Grant', 'Jeanne Crain', 'Finlay Currie', 'Hume Cronyn']",Joseph L. Mankiewicz,"Dr. Noah Praetorius falls in love with Deborah, a student who discovers that she is pregnant by her old boyfriend."
4113,4113,Colossus: The Forbin Project,1970,7.1,"Sci-Fi, Thriller            ","['Eric Braeden', 'Susan Clark', 'Gordon Pinsent', 'William Schallert']",Joseph Sargent,"Thinking this will prevent war, the US government gives an impenetrable supercomputer total control over launching nuclear missiles. But what the computer does with the power is unimaginable to its creators."
4114,4114,Going Places,1974,7.1,"Action, Comedy, Crime            ","['Gérard Depardieu', 'Miou-Miou', 'Patrick Dewaere', 'Christian Alers']",Bertrand Blier,"Two thugs harass assault, steal, murder, Marie-Ange, a jaded, passive hairdresser, joins them as lover, cook, and mother confessor, on her own search for seemingly unattainable sexual pleasure."
4115,4115,Adrift in Tokyo,2007,7.2,Comedy            ,"['Joe Odagiri', 'Tomokazu Miura', 'Kyôko Koizumi', 'Yuriko Yoshitaka']",Satoshi Miki,Takemura has no friends and no family. He's a law student but he doesn't have any particular ambitions. A thug offers to pay Takemura's considerable gambling debt if the student accompanies him on a trip across Tokyo.
4116,4116,The Andromeda Strain,1971,7.2,"Mystery, Sci-Fi, Thriller            ","['James Olson', 'Arthur Hill', 'David Wayne', 'Kate Reid']",Robert Wise,"Top scientists work feverishly in a secret, state-of-the-art laboratory to discover what killed the citizens of a small town and how the deadly contagion can be stopped."
4117,4117,Angamaly Diaries,2017,7.9,"Action, Comedy, Thriller            ","['Antony Varghese', 'Reshma Rajan', 'Binny Rinky Benjamin', 'Amrutha Anna Reji']",Lijo Jose Pellissery,"Vincent Pepe who wanted to be a powerful leader of a righteous gang that ruled the city, like his seniors. And then there's the rival clan with the malicious gangsters of Angamaly a locale on which the film is based."
4118,4118,Choose Me,1984,6.7,"Comedy, Drama, Romance            ","['Geneviève Bujold', 'Keith Carradine', 'Lesley Ann Warren', 'Patrick Bauchau']",Alan Rudolph,"Love doctor radio host Nancy, bar owner Eve, Pearl, drifter Mickey et al meet in LA."
4119,4119,Front of the Class,2008 TV Movie,8.1,"Biography, Drama            ","['James Wolk', 'Treat Williams', 'Dominic Scott Kay', 'Sarah Drew']",Peter Werner,"Brad Cohen who, despite being challenged by Tourette's Syndrome at a very young age, defies all odds to become a gifted teacher."
4120,4120,Saving Face,2004,7.4,"Comedy, Drama, Romance            ","['Joan Chen', 'Michelle Krusiec', 'Lynn Chen', 'Jin Wang']",Alice Wu,A gay Chinese-American and her traditionalist mother are reluctant to go public with secret loves that clash against cultural expectations.
4121,4121,The Chaser,2008,7.8,"Action, Crime, Drama            ","['Kim Yoon-seok', 'Ha Jung-woo', 'Seo Yeong-hie', 'Kim Yoo-jung']",Na Hong-jin,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.
4122,4122,Pocketful of Miracles,1961,7.1,"Comedy, Drama            ","['Glenn Ford', 'Bette Davis', 'Hope Lange', ""Arthur O'Connell""]",Frank Capra,A New York gangster and his girlfriend attempt to turn street beggar Apple Annie into a society lady when the peddler learns her daughter is marrying royalty.
4123,4123,The Three Burials of Melquiades Estrada,2005,7.3,"Adventure, Crime, Drama            ","['Tommy Lee Jones', 'Barry Pepper', 'Dwight Yoakam', 'January Jones']",Tommy Lee Jones,Ranch foreman Pete Perkins looks to fulfill the promise to his recently deceased best friend by burying him in his hometown in Mexico.
4124,4124,Foxtrot,II 2017,7.2,Drama            ,"['Lior Ashkenazi', 'Sarah Adler', 'Yonatan Shiray', 'Itay Exlroad']",Samuel Maoz,A troubled family must face the facts when something goes terribly wrong at their son's desolate military post.
4125,4125,Pretty Poison,1968,7,"Comedy, Crime, Romance            ","['Anthony Perkins', 'Tuesday Weld', 'Beverly Garland', 'John Randolph']",Noel Black,"When a mentally-disturbed young man tells a pretty girl that he's a secret agent, she believes him; murder and mayhem ensue."
4126,4126,March of the Wooden Soldiers,1934,7.1,"Comedy, Family, Fantasy            ","['Charley Rogers', 'Stan Laurel', 'Oliver Hardy', 'Virginia Karns', 'Charlotte Henry']",Gus Meins,"Opposing the evil Barnaby, Ollie Dee and Stanley Dum try and fail to pay-off Mother Peep's mortgage and mislead his attempts to marry Little Bo. Enraged, Barnaby's Bogeymen are set on Toyland."
4127,4127,Mr. Blandings Builds His Dream House,1948,7.2,"Comedy, Romance            ","['Cary Grant', 'Myrna Loy', 'Melvyn Douglas', 'Reginald Denny']",H.C. Potter,A man and his wife decide they can afford to have a house in the country built to their specifications. It's a lot more trouble than they think.
4128,4128,La Cérémonie,1995,7.5,"Crime, Drama, Thriller            ","['Isabelle Huppert', 'Sandrine Bonnaire', 'Jacqueline Bisset', 'Jean-Pierre Cassel']",Claude Chabrol,A newly hired maid for a rich countryside family befriends a post-office clerk who encourages her to rebel against her employers.
4129,4129,My Favorite Year,1982,7.3,"Comedy, Drama            ","[""Peter O'Toole"", 'Mark Linn-Baker', 'Jessica Harper', 'Joseph Bologna']",Richard Benjamin,"An aging, dissolute matinee idol is slated to appear on a live TV variety show in 1954, and a young comedy writer is tasked with the thankless job of keeping him ready and sober for the broadcast."
4130,4130,Dark of the Sun,1968,6.8,"Action, Adventure, Drama            ","['Rod Taylor', 'Yvette Mimieux', 'Peter Carsten', 'Jim Brown']",Jack Cardiff,"A band of mercenaries led by Captain Curry travel through war-torn Congo across deadly terrain, battling rival armies, to steal $50 million in uncut diamonds. But infighting, sadistic rebels and a time lock jeopardize everything."
4131,4131,"Same Time, Next Year",1978,7.2,"Comedy, Drama, Romance            ","['Alan Alda', 'Ellen Burstyn', 'Ivan Bonar', 'Bernie Kuby']",Robert Mulligan,"A married man and a married woman end up sleeping with each other, and decide to meet at the same place every year on the anniversary of their one night stand. As the years go by, they observe changes in each other and their relationship."
4132,4132,Tekkonkinkreet,2006,7.5,"Animation, Action, Adventure            ","['Hiroaki Andô', 'Kazunari Ninomiya', 'Yû Aoi', 'Yûsuke Iseya', 'Kankurô Kudô']",Michael Arias,Two boys defend Treasure Town and Yakuza try to take over and clear it for new development.
4133,4133,Aimee & Jaguar,1999,7.2,"Biography, Drama, Romance            ","['Maria Schrader', 'Juliane Köhler', 'Johanna Wokalek', 'Heike Makatsch']",Max Färberböck,"In 1943 Berlin, a Nazi officer's wife meets and starts a passionate affair with a Jewish woman."
4134,4134,Avanti!,1972,7.2,"Comedy, Romance            ","['Jack Lemmon', 'Juliet Mills', 'Clive Revill', 'Edward Andrews']",Billy Wilder,A successful businessman goes to Italy to arrange for the return of his tycoon father's body--and discovers that Dad died with his long-time mistress.
4135,4135,Fingers,1978,6.8,"Crime, Drama, Music            ","['Harvey Keitel', 'Tisa Farrow', 'Jim Brown', 'Michael V. Gazzo']",James Toback,A dysfunctional young man is pulled between loyalties to his Italian mob-connected loan-shark father and his mentally-disturbed Jewish concert-pianist mother.
4136,4136,Chhichhore,2019,8.3,"Comedy, Drama, Romance            ","['Sushant Singh Rajput', 'Shraddha Kapoor', 'Varun Sharma', 'Prateik Patil Babbar']",Nitesh Tiwari,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers."
4137,4137,The Saddest Music in the World,2003,7,"Comedy, Musical            ","['Isabella Rossellini', 'Mark McKinney', 'Maria de Medeiros', 'David Fox']",Guy Maddin,"A musical of sorts set in Winnipeg during the Great Depression, where a beer baroness organizes a contest to find the saddest music in the world. Musicians from around the world descend on the city to try and win the $25,000 prize."
4138,4138,The Pursuit of Happyness,2006,8,"Biography, Drama            ","['Will Smith', 'Thandiwe Newton', 'Jaden Smith', 'Brian Howe']",Gabriele Muccino,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career
4139,4139,Real Women Have Curves,2002,6.9,"Comedy, Drama            ","['America Ferrera', 'Lupe Ontiveros', 'Ingrid Oliu', 'George Lopez']",Patricia Cardoso,"In East Los Angeles, an 18-year-old struggles between her ambitions of going to college and the desires of her domineering mother for her to get married, have children, and oversee the small, rundown family-owned textile factory."
4140,4140,Ragtime,1981,7.3,Drama            ,"['James Cagney', 'Elizabeth McGovern', 'Howard E. Rollins Jr.', 'Brad Dourif']",Milos Forman,"A young black pianist becomes embroiled in the lives of an upper-class white family set among the racial tensions, infidelity, violence and other nostalgic events in early 1900s New York City."
4141,4141,Veer-Zaara,2004,7.8,"Drama, Family, Musical            ","['Shah Rukh Khan', 'Preity G Zinta', 'Rani Mukerji', 'Kirron Kher']",Yash Chopra,"""Veer-Zaara"" is a saga of love, separation, courage, and sacrifice. A love story that is an inspiration and will remain a legend forever."
4142,4142,The Getaway,1972,7.3,"Action, Crime, Thriller            ","['Steve McQueen', 'Ali MacGraw', 'Ben Johnson', 'Sally Struthers']",Sam Peckinpah,A recently-released ex-con and his loyal wife go on the run after a heist goes awry.
4143,4143,Spider-Man,2002,7.4,"Action, Adventure, Sci-Fi            ","['Tobey Maguire', 'Kirsten Dunst', 'Willem Dafoe', 'James Franco']",Sam Raimi,"After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy."
4144,4144,The Skin I Live In,2011,7.6,"Drama, Horror, Mystery            ","['Antonio Banderas', 'Elena Anaya', 'Jan Cornet', 'Marisa Paredes']",Pedro Almodóvar,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession."
4145,4145,The Sword in the Stone,1963,7.1,"Animation, Adventure, Comedy            ","['Clyde Geronimi', 'David Hand', 'Rickie Sorensen', 'Sebastian Cabot', 'Karl Swenson', 'Junius Matthews']",Wolfgang Reitherman,"A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history."
4146,4146,Kiss Kiss Bang Bang,2005,7.5,"Comedy, Crime, Mystery            ","['Robert Downey Jr.', 'Val Kilmer', 'Michelle Monaghan', 'Corbin Bernsen']",Shane Black,"After being mistaken for an actor, a New York thief is sent to Hollywood to train under a private eye for a potential movie role, but the duo are thrown together with a struggling actress into a murder mystery."
4147,4147,The Curse of Frankenstein,1957,7,"Horror, Sci-Fi, Thriller            ","['Peter Cushing', 'Hazel Court', 'Robert Urquhart', 'Christopher Lee']",Terence Fisher,"While awaiting execution for murder, Baron Victor Frankenstein tells the story of a creature he built and brought to life - only for it to behave not as he intended."
4148,4148,Jacob's Ladder,I 1990,7.4,"Drama, Horror, Mystery            ","['Tim Robbins', 'Elizabeth Peña', 'Danny Aiello', 'Matt Craven']",Adrian Lyne,"Mourning his dead child, a haunted Vietnam War veteran attempts to uncover his past while suffering from a severe case of dissociation. To do so, he must decipher reality and life from his own dreams, delusions, and perceptions of death."
4149,4149,Violent Cop,1989,7.1,"Action, Crime, Drama            ","['Takeshi Kitano', 'Maiko Kawakami', 'Makoto Ashikawa', 'Shirô Sano']",Takeshi Kitano,A violence prone police officer discovers that his colleague is trafficking drugs.
4150,4150,The Long Walk Home,1990,7.3,"Drama, History            ","['Sissy Spacek', 'Whoopi Goldberg', 'Dwight Schultz', 'Ving Rhames']",Richard Pearce,"Two women, black and white, in 1955 Montgomery Alabama, must decide what they are going to do in response to the famous bus boycott led by Martin Luther King."
4151,4151,Flora and Son,2023,7,"Comedy, Music, Romance            ","['Eve Hewson', 'Joseph Gordon-Levitt', 'Orén Kinlan', 'Marcella Plunkett']",John Carney,"A single mom at war with her son is trying to find a hobby for him. One day, she rescues a guitar from a dumpster."
4152,4152,Metallica: Some Kind of Monster,2004,7.5,"Documentary, Music            ","['Bruce Sinofsky', 'James Hetfield', 'Kirk Hammett', 'Lars Ulrich', 'Robert Trujillo']",Joe Berlinger,"The iconic metal band struggles for two years to create their album St. Anger, dealing with alcoholism, the loss of their bass player, and the challenge of working with a psychotherapist."
4153,4153,Ravening,2019,7.9,"Drama, Fantasy, Horror            ","['Lima Das', 'Arghadeep Baruah', 'Neetali Das', 'Sagar Saurabh']",Bhaskar Hazarika,"Two chaste lovers bow down to social taboos and repress their feelings, but doing so pushes them towards a horrific crime."
4154,4154,Tsotsi,2005,7.2,"Crime, Drama            ","['Presley Chweneyagae', 'Mothusi Magano', 'Israel Matseke-Zulu', 'Terry Pheto']",Gavin Hood,Six days in the violent life of a young Johannesburg gang leader.
4155,4155,Edward II,1991,6.8,"Drama, History, Romance            ","['Steven Waddington', 'Kevin Collins', 'Andrew Tiernan', 'John Lynch']",Derek Jarman,"In this <a href=""/name/nm0418746"">Derek Jarman</a> version of Christopher Marlowe's Elizabethan drama, in modern costumes and settings, Plantagenet king Edward II hands the power-craving nobility the perfect excuse by ...                <a href=""/title/tt0101798/plotsummary"">See full summary</a> »"
4156,4156,Proof,1991,7.2,"Drama, Romance            ","['Hugo Weaving', 'Geneviève Picot', 'Russell Crowe', 'Heather Mitchell']",Jocelyn Moorhouse,The life of a blind photographer who is looked after by a housekeeper is disrupted by the arrival of an agreeable restaurant worker.
4157,4157,The Glass Key,1942,7,"Crime, Drama, Film-Noir            ","['Alan Ladd', 'Veronica Lake', 'Brian Donlevy', 'Bonita Granville']",Stuart Heisler,A crooked politician finds himself being accused of murder by a gangster from whom he refused help during a re-election campaign.
4158,4158,Sin Nombre,2009,7.5,"Adventure, Crime, Drama            ","['Paulina Gaitan', 'Marco Antonio Aguirre', 'Leonardo Alonso', 'Karla Cecilia Alvarado']",Cary Joji Fukunaga,A young Honduran girl and a Mexican gangster are united in a journey across the U.S. border.
4159,4159,The Mark of Zorro,1920,7.1,"Adventure, Romance, Western            ","['Douglas Fairbanks', 'Marguerite De La Motte', 'Noah Beery', 'Charles Hill Mailes']",Fred Niblo,"A seemingly idiotic fop is really the courageous vigilante Zorro, who seeks to protect the oppressed."
4160,4160,"Good Luck to You, Leo Grande",2022,7.2,"Comedy, Drama            ","['Emma Thompson', 'Daryl McCormack', 'Isabella Laughland', 'Les Mabaleka']",Sophie Hyde,"Nancy Stokes, a retired school teacher, is yearning for some adventure, and some sex. And she has a plan, which involves hiring a young sex worker named Leo Grande."
4161,4161,Wood Job!,2014,7.5,"Adventure, Comedy            ","['Hideaki Itô', 'Masami Nagasawa', 'Shôta Sometani', 'Nana Seino']",Shinobu Yaguchi,"After failing to get into university, a soft city boy randomly picks a job in forestry."
4162,4162,The Robe,1953,6.7,"Drama, History, Romance            ","['Richard Burton', 'Jean Simmons', 'Victor Mature', 'Michael Rennie']",Henry Koster,"In the Roman province of Judea during the 1st century, Roman tribune Marcellus Gallio is ordered to crucify Jesus of Nazareth but is tormented by his guilty conscience afterwards."
4163,4163,"All's Well, Ends Well",1992,7.2,"Comedy, Romance            ","['Leslie Cheung', 'Stephen Chow', 'Raymond Pak-Ming Wong', 'Maggie Cheung']",Clifton Ko,"A romantic Chinese New Year comedy about the three Shang brothers. Eldest brother Shang Moon is a philandering businessman who treats his hideous yet hard-working wife like dirt. Middle ...                <a href=""/title/tt0104553/plotsummary"">See full summary</a> »"
4164,4164,Ganja & Hess,1973,6.2,"Drama, Fantasy, Horror            ","['Duane Jones', 'Marlene Clark', 'Bill Gunn', 'Sam L. Waymon']",Bill Gunn,"After being stabbed with an ancient, germ-infested knife, a doctor's assistant finds himself with an insatiable desire for blood."
4165,4165,Clouds of May,1999,7.3,"Comedy, Drama            ","['Emin Ceylan', 'Muzaffer Özdemir', 'Fatma Ceylan', 'Mehmet Emin Toprak']",Nuri Bilge Ceylan,"Muzaffer goes to the house where his parents live for the movie he will shoot. He is thinking of starring his relatives in the movie he will shoot. But his father struggles with the forest ...                <a href=""/title/tt0234217/plotsummary"">See full summary</a> »"
4166,4166,In China They Eat Dogs,1999,7.3,"Action, Comedy, Crime            ","['Kim Bodnia', 'Dejan Cukic', 'Nikolaj Lie Kaas', 'Tomas Villum Jensen']",Lasse Spang Olsen,"Two brothers, one cold and ruthless, the other sensitive and reluctant, and their brutal misadventures."
4167,4167,Finding Vivian Maier,2013,7.7,"Documentary, Biography, Mystery            ","['Charlie Siskel', 'Vivian Maier', 'John Maloof', 'Daniel Arnaud', 'Simon Amédé']",John Maloof,"A documentary on the late Vivian Maier, a nanny whose previously unknown cache of 100,000 photographs earned her a posthumous reputation as one of the most accomplished street photographers."
4168,4168,Big Fish,2003,8,"Adventure, Drama, Fantasy            ","['Ewan McGregor', 'Albert Finney', 'Billy Crudup', 'Jessica Lange']",Tim Burton,A frustrated son tries to determine the fact from fiction in his dying father's life.
4169,4169,The Imposter,2012,7.5,"Documentary, Biography, Crime            ","[""Adam O'Brian"", 'Nicholas Barclay', 'Carey Gibson', 'Bryan Gibson']",Bart Layton,A documentary centered on a young man in Spain who claims to a grieving Texas family that he is their 16-year-old son who has been missing for 3 years.
4170,4170,Ask Me If I'm Happy,2000,7.1,"Comedy, Drama            ","['Giacomo Poretti', 'Giovanni Storti', 'Massimo Venier', 'Aldo Baglio', 'Giovanni Storti', 'Giacomo Poretti', 'Marina Massironi']",Aldo Baglio,"Giacomo meets Giovanni, his former best friend with whom he quarreled three years before. Giovanni persuades him to go visit their third friend Aldo, who is dying in Sicily; flashbacks tell...                <a href=""/title/tt0252985/plotsummary"">See full summary</a> »"
4171,4171,The Spirit of St. Louis,1957,7.1,"Adventure, Biography, Drama            ","['James Stewart', 'Murray Hamilton', 'Patricia Smith', 'Bartlett Robinson']",Billy Wilder,Charles 'Slim' Lindbergh struggles to finance and design an airplane that will make his New York to Paris flight the first solo transatlantic crossing.
4172,4172,The Strange Vice of Mrs. Wardh,1971,6.9,"Crime, Horror, Mystery            ","['George Hilton', 'Edwige Fenech', 'Conchita Airoldi', 'Manuel Gil']",Sergio Martino,"An ambassador's wife discovers that one of the men in her life - either her husband, an ex-lover or her current lover - may be a vicious serial killer."
4173,4173,Death and the Maiden,1994,7.2,"Drama, Mystery, Thriller            ","['Sigourney Weaver', 'Ben Kingsley', 'Stuart Wilson', 'Krystia Mova']",Roman Polanski,A political activist is convinced that her guest is a man who once tortured her for the government.
4174,4174,The Little Princess,1939,7.1,"Comedy, Drama, Family            ","['William A. Seiter', 'Shirley Temple', 'Richard Greene', 'Anita Louise', 'Ian Hunter']",Walter Lang,"A little girl is left by her father in an exclusive seminary for girls, when her father fights in the Second Boer War. Later, when he is presumed dead she is forced to become a servant."
4175,4175,Tae Guk Gi: The Brotherhood of War,2004,8,"Action, Drama, War            ","['Jang Dong-Gun', 'Won Bin', 'Eun-ju Lee', 'Kong Hyeong-jin']",Kang Je-kyu,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle."
4176,4176,A Christmas Tale,2008,7,"Comedy, Drama            ","['Catherine Deneuve', 'Jean-Paul Roussillon', 'Mathieu Amalric', 'Anne Consigny']",Arnaud Desplechin,"The troubled Vuillard family is no stranger to illness, grief, and banishment, but when their matriarch requires a bone-marrow transplant, the estranged clan reunites just in time for Christmas."
4177,4177,My Bodyguard,1980,7.1,"Comedy, Drama, Family            ","['Chris Makepeace', 'Adam Baldwin', 'Matt Dillon', 'Paul Quandt']",Tony Bill,"When a boy comes to a new school and gets harassed by a bully, he acquires the services of the school's most feared kid as a bodyguard."
4178,4178,Hilary and Jackie,1998,7.3,"Biography, Drama, Music            ","['Emily Watson', 'Rachel Griffiths', 'James Frain', 'David Morrissey']",Anand Tucker,"The tragic story of world renowned classic cellist Jacqueline du Pré, as told from the point of view of her sister, flautist Hilary du Pré-Finzi."
4179,4179,Miller's Crossing,1990,7.7,"Crime, Drama, Thriller            ","['Ethan Coen', 'Gabriel Byrne', 'Albert Finney', 'John Turturro', 'Marcia Gay Harden']",Joel Coen,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties."
4180,4180,Three Kings,1999,7.1,"Action, Adventure, Comedy            ","['George Clooney', 'Mark Wahlberg', 'Ice Cube', 'Spike Jonze']",David O. Russell,"In the aftermath of the Persian Gulf War, four soldiers set out to steal gold that was stolen from Kuwait, but they discover people who desperately need their help."
4181,4181,Article 15,2019,8.1,"Crime, Drama, Mystery            ","['Ayushmann Khurrana', 'Nassar', 'Manoj Pahwa', 'Kumud Mishra']",Anubhav Sinha,"In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination."
4182,4182,Mississippi Mermaid,1969,6.9,"Crime, Drama, Romance            ","['Catherine Deneuve', 'Jean-Paul Belmondo', 'Nelly Borgeaud', 'Martine Ferrière']",François Truffaut,A wealthy plantation owner is captivated by a mysterious woman with a shady past.
4183,4183,The Way He Looks,2014,7.9,"Drama, Romance            ","['Ghilherme Lobo', 'Fabio Audi', 'Tess Amorim', 'Lúcia Romano']",Daniel Ribeiro,"Leonardo is a blind teenager searching for independence. His everyday life, the relationship with his best friend Giovana, and the way he sees the world change completely with the arrival of Gabriel."
4184,4184,Ghost in the Shell 2.0,2008,7.8,"Animation, Action, Crime            ","['Atsuko Tanaka', 'Akio Ôtsuka', 'Kôichi Yamadera', 'Tesshô Genda']",Mamoru Oshii,"A hacker known as the Puppet Master is hunted by a female cyborg cop and her partner. This film is a revised version of <a href=""/title/tt0113568"">Ghost in the Shell</a> (1995)."
4185,4185,The Three Faces of Eve,1957,7.2,"Drama, Mystery            ","['Joanne Woodward', 'David Wayne', 'Lee J. Cobb', 'Edwin Jerome']",Nunnally Johnson,A doctor treats a woman suffering from Multiple Personality Disorder.
4186,4186,The Street Fighter,1974,6.9,"Action, Crime, Thriller            ","[""Shin'ichi Chiba"", 'Goichi Yamada', 'Yutaka Nakajima', 'Chiyoko Kazama']",Shigehiro Ozawa,"After failing to reach a deal with her enemies, a mercenary karateka protects the daughter of a recently-deceased oil tycoon from the evil conglomerate gunning for her inheritance."
4187,4187,Risky Business,1983,6.8,"Comedy, Crime, Drama            ","['Tom Cruise', 'Rebecca De Mornay', 'Joe Pantoliano', 'Richard Masur']",Paul Brickman,"A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand."
4188,4188,Predator,1987,7.8,"Action, Adventure, Horror            ","['Arnold Schwarzenegger', 'Carl Weathers', 'Kevin Peter Hall', 'Elpidia Carrillo']",John McTiernan,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.
4189,4189,Creed,II 2015,7.6,"Action, Drama, Sport            ","['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson', 'Phylicia Rashad']",Ryan Coogler,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
4190,4190,The Cat and the Canary,1939,7.1,"Comedy, Horror, Mystery            ","['Bob Hope', 'Paulette Goddard', 'John Beal', 'Douglass Montgomery']",Elliott Nugent,"When an eccentric family meets in their uncle's remote, decaying mansion on the tenth anniversary of his death for the reading of his will, murder and madness follow."
4191,4191,Death on the Nile,1978,7.2,"Crime, Drama, Mystery            ","['Peter Ustinov', 'Mia Farrow', 'Simon MacCorkindale', 'Jane Birkin']",John Guillermin,"As Hercule Poirot enjoys a luxurious cruise down the Nile, a newlywed heiress is found murdered on board. Can Poirot identify the killer before the ship reaches the end of its journey?"
4192,4192,Saint Jack,1979,7,Drama            ,"['Ben Gazzara', 'Denholm Elliott', 'James Villiers', 'Joss Ackland']",Peter Bogdanovich,"Jack Flowers, an American hustler in early-1970s Singapore, dreams of building a fortune by running a brothel and returning to the States to live a life of luxury."
4193,4193,King of Devil's Island,2010,7.5,"Action, Drama            ","['Benjamin Helstad', 'Trond Nilssen', 'Stellan Skarsgård', 'Kristoffer Joner']",Marius Holst,"Norwegian winter, early 20th century. On the boys home Bastoy, a new inmate leads the boys to a violent uprising against a brutal regime. How far is he willing to go to attain freedom?"
4194,4194,Murder Most Foul,1964,7.1,"Comedy, Crime, Drama            ","['Margaret Rutherford', 'Ron Moody', ""Charles 'Bud' Tingwell"", 'Andrew Cruickshank']",George Pollock,"When Miss Jane Marple joins a theatrical company after a blackmailer is murdered, several members of the troupe are also dispatched by this mysterious killer."
4195,4195,Smooth Talk,1985,6.5,"Drama, Romance, Thriller            ","['Treat Williams', 'Laura Dern', 'Mary Kay Place', 'Margaret Welsh']",Joyce Chopra,A free-spirited 15-year-old girl flirts with a dangerous stranger in the Northern California suburbs and must prepare herself for the frightening and traumatic consequences.
4196,4196,Bound by Honor,1993,7.9,"Crime, Drama            ","['Damian Chapa', 'Jesse Borrego', 'Benjamin Bratt', 'Enrique Castillo']",Taylor Hackford,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo."
4197,4197,Half Nelson,2006,7.1,Drama            ,"['Ryan Gosling', 'Anthony Mackie', 'Shareeka Epps', 'Jeff Lima']",Ryan Fleck,An inner-city junior high school teacher with a drug habit forms an unlikely friendship with one of his students after she discovers his secret.
4198,4198,The Dance of Reality,2013,7.5,"Biography, Drama, Fantasy            ","['Brontis Jodorowsky', 'Pamela Flores', 'Jeremias Herskovits', 'Alejandro Jodorowsky']",Alejandro Jodorowsky,"In a little Chilean town, the son of an uprooted couple formed by a rigorous communist father and a loving but weak mother tries to pave his own path in a society that does not understand their Jewish-Ukrainian origins."
4199,4199,My Own Private Idaho,1991,7,Drama            ,"['River Phoenix', 'Keanu Reeves', 'James Russo', 'William Richert']",Gus Van Sant,Two best friends living on the streets of Portland as hustlers embark on a journey of self discovery and find their relationship stumbling along the way.
4200,4200,The Sugarland Express,1974,6.7,"Crime, Drama            ","['Goldie Hawn', 'Ben Johnson', 'Michael Sacks', 'William Atherton']",Steven Spielberg,A woman attempts to reunite her family by helping her husband escape prison and together kidnapping their son. But things don't go as planned when they are forced to take a police hostage on the road.
4201,4201,The Chorus,2004,7.8,"Drama, Music            ","['Gérard Jugnot', 'François Berléand', 'Jean-Baptiste Maunier', 'Kad Merad']",Christophe Barratier,"Pierre, a successful orchestra conductor, returns home when his mother dies. He stumbles upon an old diary and recollects the childhood school memories and his music teacher Clement Mathieu."
4202,4202,Thunder Road,1958,6.6,"Crime, Drama, Film-Noir            ","['Robert Mitchum', 'Gene Barry', 'Jacques Aubuchon', 'Keely Smith']",Arthur Ripley,A veteran comes home from the Korean War to the mountains and takes over the family moonshining business. He has to battle big-city gangsters who are trying to take over the business and the police who are trying to put him in prison.
